car_name,Engine,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Kilometers_Driven,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Power,Price,Region_North,Region_South,Region_West,Seats,Transmission_Manual,Year,car_age,car_make,car_model,car_spec,mileage_no,mileage_unit
Audi A4,1968.0,True,False,False,False,14000,False,False,False,187.74,43.0,False,True,False,5.0,False,2017,8,Audi,A4,35 TDI Technology,18.25,kmpl
Audi A4,1968.0,True,False,False,False,88000,False,False,False,174.33,16.25,False,True,False,5.0,False,2013,12,Audi,A4,2.0 TDI 177 Bhp Premium Plus,17.11,kmpl
Audi A4,1968.0,True,False,False,False,17000,False,False,False,140.8,9.75,False,False,False,5.0,False,2008,17,Audi,A4,New 2.0 TDI Multitronic,15.2,kmpl
Audi A4,1968.0,True,False,False,False,28469,False,False,False,187.74,24.37,False,True,False,5.0,False,2014,11,Audi,A4,35 TDI Premium Plus,18.25,kmpl
Audi A4,1968.0,True,False,False,False,29000,False,False,False,174.33,26.0,False,True,False,5.0,False,2014,11,Audi,A4,2.0 TDI 177 Bhp Technology Edition,17.11,kmpl
Audi A4,1968.0,True,False,False,False,44811,False,False,False,174.33,25.81,False,True,False,5.0,False,2015,10,Audi,A4,2.0 TDI Premium Sport Limited Edition,17.11,kmpl
Audi A4,1798.0,False,False,False,True,80000,False,False,False,167.62,17.5,False,True,False,5.0,False,2012,13,Audi,A4,1.8 TFSI Technology Edition,15.64,kmpl
Audi A4,1968.0,True,False,False,False,54000,False,False,False,147.51,18.0,False,True,False,5.0,False,2011,14,Audi,A4,2.0 TDI,16.55,kmpl
Audi A4,1968.0,True,False,False,False,88000,False,False,False,140.0,16.25,False,True,False,5.0,False,2012,13,Audi,A4,2.0 TDI Multitronic,16.55,kmpl
Audi A4,1968.0,True,False,False,False,55730,False,False,False,147.51,15.21,False,True,False,5.0,False,2014,11,Audi,A4,2.0 TDI,16.55,kmpl
Audi A4,1968.0,True,False,False,False,29063,False,False,False,174.33,25.75,False,True,False,5.0,False,2014,11,Audi,A4,2.0 TDI 177 Bhp Premium Plus,17.11,kmpl
Audi A4,1968.0,True,False,False,False,46000,False,False,False,147.51,9.95,False,False,False,5.0,False,2009,16,Audi,A4,2.0 TDI,16.55,kmpl
Audi A4,1968.0,True,False,False,False,46000,False,False,False,147.51,8.5,False,False,False,5.0,False,2009,16,Audi,A4,2.0 TDI,16.55,kmpl
Audi A4,2967.0,True,False,False,False,30000,False,False,False,241.40000000000003,24.5,False,True,False,5.0,False,2014,11,Audi,A4,3.0 TDI Quattro,14.94,kmpl
Audi A4,1968.0,True,False,False,False,37600,False,True,False,147.51,22.5,False,True,False,5.0,False,2014,11,Audi,A4,2.0 TDI,16.55,kmpl
Audi A4,1968.0,True,False,False,False,40000,False,False,False,174.33,22.0,False,True,False,5.0,False,2014,11,Audi,A4,2.0 TDI 177 Bhp Premium Plus,17.11,kmpl
Audi A4,1968.0,True,False,False,False,57000,False,True,False,147.51,9.75,True,False,False,5.0,False,2011,14,Audi,A4,2.0 TDI Celebration Edition,16.55,kmpl
Audi A4,1968.0,True,False,False,False,58629,False,True,False,187.74,16.52,False,True,False,5.0,False,2013,12,Audi,A4,35 TDI Premium Plus,18.25,kmpl
Audi A6,1984.0,False,False,False,True,55985,False,False,False,177.01,23.5,False,False,True,5.0,False,2015,10,Audi,A6,2011-2015 35 TFSI Technology,13.53,kmpl
Audi A6,2698.0,True,False,False,False,35000,False,False,False,179.5,11.5,False,False,False,5.0,False,2010,15,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,1968.0,True,False,False,False,56000,False,True,False,187.74,29.5,True,False,False,5.0,False,2014,11,Audi,A6,2.0 TDI Design Edition,18.53,kmpl
Audi A6,1968.0,True,False,False,False,48367,False,False,False,174.33,39.58,False,True,False,5.0,False,2018,7,Audi,A6,2011-2015 35 TDI Premium,17.68,kmpl
Audi A6,1968.0,True,False,False,False,62500,False,True,False,174.33,19.0,False,False,True,5.0,False,2012,13,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,40000,False,False,False,174.33,22.95,False,False,True,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,31652,False,False,False,174.33,26.78,False,True,False,5.0,False,2015,10,Audi,A6,2011-2015 2.0 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,61726,False,False,False,174.33,20.77,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,51495,False,False,False,174.33,21.95,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1798.0,False,False,False,True,47000,False,False,False,187.74,24.5,False,False,True,5.0,False,2016,9,Audi,A6,35 TFSI Matrix,15.26,kmpl
Audi A6,1968.0,True,False,False,False,41041,False,False,False,174.33,37.56,False,True,False,5.0,False,2017,8,Audi,A6,2011-2015 35 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,202082,False,False,False,174.33,12.3,False,True,False,5.0,False,2012,13,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1984.0,False,False,False,True,58953,False,False,False,177.01,24.22,False,True,False,5.0,False,2016,9,Audi,A6,2011-2015 35 TFSI Technology,13.53,kmpl
Audi A6,1968.0,True,False,False,False,49964,False,False,False,174.33,23.89,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,48000,False,False,False,187.74,29.0,False,True,False,5.0,False,2014,11,Audi,A6,2.0 TDI Design Edition,18.53,kmpl
Audi A6,1968.0,True,False,False,False,31000,False,False,False,174.33,18.95,False,False,False,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,2967.0,True,False,False,False,48040,False,True,False,241.38,12.07,False,True,False,5.0,False,2009,16,Audi,A6,3.0 TDI quattro,16.77,kmpl
Audi A6,1968.0,True,False,False,False,70181,False,False,False,174.33,23.99,False,True,False,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI,17.68,kmpl
Audi A6,1968.0,True,False,False,False,57456,False,False,False,174.33,21.56,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,62012,False,False,False,174.33,20.12,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI,17.68,kmpl
Audi A6,2698.0,True,False,False,False,30000,False,False,False,179.5,8.95,False,False,True,5.0,False,2009,16,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,1968.0,True,False,False,False,66882,False,False,False,174.33,25.02,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,58000,False,False,False,174.33,18.5,True,False,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,2967.0,True,False,False,False,50000,False,False,True,241.38,21.0,False,True,False,5.0,False,2011,14,Audi,A6,3.0 TDI quattro,16.77,kmpl
Audi A6,2773.0,False,False,False,True,41000,False,True,False,201.0,10.5,False,False,True,5.0,False,2008,17,Audi,A6,2.8 FSI,10.4,kmpl
Audi A6,2967.0,True,False,False,False,45000,False,True,False,241.38,11.5,False,False,True,5.0,False,2008,17,Audi,A6,3.0 TDI quattro,16.77,kmpl
Audi A6,1968.0,True,False,False,False,70998,False,False,False,174.33,20.57,False,True,False,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI,17.68,kmpl
Audi A6,1968.0,True,False,False,False,56000,False,False,False,187.74,24.0,True,False,False,5.0,False,2014,11,Audi,A6,35 TDI Matrix,18.53,kmpl
Audi A6,1968.0,True,False,False,False,62000,False,False,False,187.74,25.0,False,True,False,5.0,False,2014,11,Audi,A6,35 TDI Matrix,18.53,kmpl
Audi A6,2698.0,True,False,False,False,90000,False,True,False,179.5,22.5,False,True,False,5.0,False,2013,12,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,2967.0,True,False,False,False,50001,False,False,False,241.38,29.0,False,False,True,5.0,False,2012,13,Audi,A6,2011-2015 3.0 TDI Quattro Premium Plus,14.57,kmpl
Audi A6,1968.0,True,False,False,False,27090,False,False,False,187.74,16.5,False,False,False,5.0,False,2012,13,Audi,A6,2.0 TDI Design Edition,18.53,kmpl
Audi A6,1968.0,True,False,False,False,42000,False,False,False,174.33,24.25,False,False,True,5.0,False,2015,10,Audi,A6,2011-2015 35 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,36824,False,False,False,187.74,39.84,False,True,False,5.0,False,2017,8,Audi,A6,35 TDI Matrix,18.53,kmpl
Audi A6,2698.0,True,False,False,False,78000,False,False,False,179.5,8.0,False,False,True,5.0,False,2009,16,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,1968.0,True,False,False,False,54862,False,False,False,174.33,16.67,False,True,False,5.0,False,2014,11,Audi,A6,2011-2015 2.0 TDI,17.68,kmpl
Audi A6,2698.0,True,False,False,False,112719,False,False,False,179.5,11.5,False,False,True,5.0,False,2011,14,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,1798.0,False,False,False,True,22000,False,False,False,187.74,41.5,True,False,False,5.0,False,2018,7,Audi,A6,35 TFSI Matrix,15.26,kmpl
Audi A6,1968.0,True,False,False,False,56500,False,False,False,174.33,19.8,False,False,True,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,50000,False,False,False,174.33,17.5,False,False,True,5.0,False,2012,13,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,2967.0,True,False,False,False,52830,False,True,False,241.38,8.08,False,True,False,5.0,False,2009,16,Audi,A6,3.0 TDI quattro,16.77,kmpl
Audi A6,2967.0,True,False,False,False,50000,False,True,False,241.38,7.5,False,False,True,5.0,False,2008,17,Audi,A6,3.0 TDI quattro,16.77,kmpl
Audi A6,2698.0,True,False,False,False,35010,False,False,False,179.5,11.5,False,False,False,5.0,False,2010,15,Audi,A6,2.7 TDI,12.4,kmpl
Audi A6,1968.0,True,False,False,False,50000,False,False,False,174.33,36.0,False,True,False,5.0,False,2015,10,Audi,A6,2011-2015 35 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,20000,False,False,False,187.74,35.5,False,True,False,5.0,False,2015,10,Audi,A6,35 TDI Matrix,18.53,kmpl
Audi A6,1968.0,True,False,False,False,37500,False,False,False,174.33,32.0,False,True,False,5.0,False,2015,10,Audi,A6,2011-2015 35 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,85000,False,False,False,174.33,21.0,False,False,True,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,kmpl
Audi A6,1968.0,True,False,False,False,55975,False,True,False,174.33,35.92,False,True,False,5.0,False,2017,8,Audi,A6,2011-2015 35 TDI Technology,17.68,kmpl
Audi A6,1968.0,True,False,False,False,91903,False,False,False,174.33,17.56,False,True,False,5.0,False,2013,12,Audi,A6,2011-2015 2.0 TDI,17.68,kmpl
Audi A7,2967.0,True,False,False,False,42000,False,False,False,241.40000000000003,28.75,False,False,True,5.0,False,2011,14,Audi,A7,2011-2015 3.0 TDI Quattro,14.4,kmpl
Audi A7,2967.0,True,False,False,False,60336,False,True,False,241.40000000000003,24.94,False,True,False,5.0,False,2014,11,Audi,A7,2011-2015 3.0 TDI Quattro,14.4,kmpl
Audi A7,2967.0,True,False,False,False,24720,False,True,False,241.40000000000003,28.0,False,False,False,5.0,False,2012,13,Audi,A7,2011-2015 Sportback,18.346470044749484,kmpl
Audi A8,2967.0,True,False,False,False,56000,False,False,False,246.7,45.0,True,False,False,5.0,False,2012,13,Audi,A8,L 3.0 TDI quattro,11.8,kmpl
Audi A8,2967.0,True,False,False,False,55000,False,False,False,246.7,13.5,False,True,False,5.0,False,2009,16,Audi,A8,L 3.0 TDI quattro,11.8,kmpl
Audi Q3,1968.0,True,False,False,False,64103,False,False,False,174.33,19.9,True,False,False,5.0,False,2015,10,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,37542,False,False,False,174.33,25.71,False,True,False,5.0,False,2017,8,Audi,Q3,35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,86642,False,False,False,181.0,20.37,False,True,False,5.0,False,2016,9,Audi,Q3,35 TDI Quattro Premium Plus,15.17,kmpl
Audi Q3,1968.0,True,False,False,False,61000,False,False,False,174.33,25.0,False,True,False,5.0,False,2015,10,Audi,Q3,35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,76927,False,False,False,174.33,22.75,False,True,False,5.0,False,2015,10,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,60000,False,False,False,174.33,20.0,False,True,False,5.0,False,2014,11,Audi,Q3,2.0 TDI,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,84000,False,False,False,174.33,17.75,False,True,False,5.0,False,2013,12,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,60000,False,True,False,174.33,14.5,True,False,False,5.0,False,2013,12,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,60000,False,False,False,184.0,21.0,False,True,False,5.0,False,2013,12,Audi,Q3,2.0 TDI Quattro,17.32,kmpl
Audi Q3,1968.0,True,False,False,False,45000,False,False,False,184.0,15.25,False,False,False,5.0,False,2013,12,Audi,Q3,2.0 TDI Quattro,17.32,kmpl
Audi Q3,1968.0,True,False,False,False,45000,False,False,False,184.0,27.0,False,False,True,5.0,False,2016,9,Audi,Q3,2.0 TDI Quattro,17.32,kmpl
Audi Q3,1968.0,True,False,False,False,58661,False,False,False,181.0,28.03,False,True,False,5.0,False,2016,9,Audi,Q3,35 TDI Quattro Premium Plus,15.17,kmpl
Audi Q3,1968.0,True,False,False,False,110000,False,False,False,174.33,19.0,False,False,True,5.0,False,2015,10,Audi,Q3,35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,48000,False,False,False,174.33,18.25,False,False,True,5.0,False,2015,10,Audi,Q3,2012-2015 35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,51000,False,False,False,181.0,27.5,False,True,False,5.0,False,2015,10,Audi,Q3,35 TDI Quattro Premium Plus,15.17,kmpl
Audi Q3,1968.0,True,False,False,False,48000,False,False,False,174.33,18.75,False,False,True,5.0,False,2015,10,Audi,Q3,2012-2015 35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,31000,False,False,False,147.51,27.0,False,False,True,5.0,False,2017,8,Audi,Q3,30 TDI Premium FWD,18.51,kmpl
Audi Q3,1968.0,True,False,False,False,38000,False,False,False,174.33,29.0,False,True,False,5.0,False,2015,10,Audi,Q3,35 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,65000,False,True,False,174.33,21.5,True,False,False,5.0,False,2014,11,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,28000,False,False,False,174.33,23.75,False,True,False,5.0,False,2015,10,Audi,Q3,35 TDI Quattro Premium,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,22060,False,False,False,147.51,32.73,False,True,False,5.0,False,2018,7,Audi,Q3,30 TDI Premium FWD,18.51,kmpl
Audi Q3,1968.0,True,False,False,False,105000,False,False,False,150.0,19.0,False,True,False,5.0,False,2013,12,Audi,Q3,2.0 TDI,17.32,kmpl
Audi Q3,1968.0,True,False,False,False,42366,False,False,False,174.33,31.93,False,True,False,5.0,False,2017,8,Audi,Q3,35 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,42000,False,False,False,174.33,23.5,True,False,False,5.0,False,2016,9,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,60000,False,False,False,174.33,22.0,False,False,True,5.0,False,2013,12,Audi,Q3,2.0 TDI,15.73,kmpl
Audi Q3,1968.0,True,False,False,False,63716,False,False,False,174.33,23.0,False,True,False,5.0,False,2013,12,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,15.73,kmpl
